duration_ms,year,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
234286,2017,0.0079,0.653,0.91,0.0,0.318,-3.36,0.0566,126.047,0.0921,66
246493,2000,0.174,0.627,0.451,0.0,0.0634,-9.462,0.0275,129.872,0.291,43
209627,2011,0.0133,0.695,0.814,0.0984,0.0601,-5.294,0.066,105.011,0.882,62
216400,1968,0.962,0.456,0.169,0.913,0.0936,-20.795,0.0302,124.934,0.24,20
82207,2017,0.562,0.777,0.213,0.889,0.185,-15.491,0.16,141.19,0.563,60
106400,1994,5.75e-05,0.323,0.951,1.78e-06,0.233,-5.844,0.0442,139.54,0.772,50
220333,1983,0.0187,0.701,0.791,0.0492,0.374,-6.988,0.0329,143.27,0.895,33
329252,1986,0.00157,0.464,0.946,0.00294,0.991,-5.918,0.055,93.583,0.403,23
179827,1995,0.0365,0.472,0.72,0.786,0.105,-9.966,0.036,92.669,0.384,40
200677,2016,4.82e-05,0.409,0.992,2.03e-06,0.1,-2.803,0.108,149.859,0.344,64
173227,1962,0.51,0.659,0.3,0.0,0.169,-12.548,0.0659,109.7,0.461,54
310573,2008,0.0451,0.755,0.901,0.0373,0.363,-3.152,0.0893,145.042,0.959,55
267573,1998,0.247,0.725,0.311,9.1e-05,0.114,-14.721,0.365,78.962,0.463,35
161387,2003,0.0762,0.714,0.696,0.0,0.213,-6.193,0.0236,87.974,0.878,51
115627,1928,0.987,0.242,0.149,0.877,0.134,-26.742,0.0369,88.188,0.279,0
211933,1995,0.43,0.412,0.36,4.16e-06,0.0877,-15.114,0.0337,141.265,0.249,47
273360,1994,0.00115,0.552,0.932,0.00108,0.156,-8.0,0.0337,90.013,0.673,42
285000,2012,0.493,0.266,0.539,0.0,0.0964,-6.738,0.0333,155.484,0.325,54
262533,1975,9.03e-05,0.458,0.308,0.811,0.0832,-19.43,0.0377,125.059,0.353,51
208400,1999,0.845,0.577,0.0513,0.000144,0.106,-21.308,0.033,68.39,0.0681,54
392676,1985,0.185,0.51,0.931,1.36e-05,0.12,-11.12,0.0423,97.908,0.491,50
261627,1984,0.215,0.304,0.42,0.0,0.232,-8.882,0.0281,86.269,0.328,38
221213,1965,0.989,0.158,0.0451,0.132,0.124,-27.687,0.0407,171.551,0.0856,22
330467,1980,0.733,0.4,0.255,0.00643,0.0906,-15.9,0.0305,75.723,0.15,34
137893,1982,0.983,0.723,0.321,0.0,0.486,-14.935,0.897,116.78,0.608,35
162867,1968,0.269,0.45,0.651,0.109,0.101,-10.861,0.0519,138.795,0.408,17
267973,2014,0.0724,0.721,0.666,0.0,0.217,-8.226,0.0662,97.998,0.323,58
242173,1972,0.675,0.631,0.619,0.322,0.127,-15.582,0.0288,132.035,0.955,25
204240,1950,0.996,0.299,0.154,0.901,0.131,-23.814,0.0606,75.647,0.256,0
205907,1930,0.961,0.586,0.427,0.541,0.404,-8.947,0.0686,120.884,0.827,2
212827,1979,0.424,0.577,0.447,0.00065,0.0837,-16.187,0.0412,84.476,0.675,38
199373,2014,0.267,0.708,0.752,0.0,0.377,-4.401,0.0886,150.058,0.733,60
43400,1947,0.972,0.584,0.0198,0.183,0.117,-20.879,0.0722,137.184,0.39,0
179813,1927,0.991,0.741,0.244,0.786,0.18,-10.341,0.364,116.237,0.886,0
284040,2007,0.847,0.452,0.235,0.000438,0.135,-10.178,0.0435,118.097,0.0654,42
178013,2009,0.0431,0.64,0.957,0.0,0.0789,-2.336,0.0741,134.992,0.692,75
156120,2003,0.545,0.633,0.309,0.00066,0.24,-13.925,0.0899,157.65,0.918,54
659893,1955,0.95,0.641,0.173,4e-06,0.237,-20.331,0.595,133.146,0.642,0
157920,1962,0.795,0.661,0.631,0.000107,0.513,-6.412,0.0284,129.782,0.941,10
227893,2008,0.341,0.679,0.879,0.0,0.157,-3.71,0.041,118.994,0.656,44
381133,1985,0.22,0.452,0.377,0.0055,0.212,-10.138,0.0324,122.325,0.531,43
192973,1940,0.994,0.425,0.0319,0.949,0.0952,-20.378,0.0387,71.301,0.119,0
251587,2009,0.176,0.716,0.721,0.00212,0.0828,-7.438,0.0256,102.035,0.9,46
197000,1976,0.619,0.432,0.431,8.41e-05,0.329,-8.874,0.0359,136.046,0.426,25
226427,1968,0.945,0.4,0.0164,0.0,0.15,-21.53,0.0933,69.121,0.175,21
242800,1997,0.502,0.553,0.659,0.859,0.184,-9.281,0.0613,183.815,0.46,53
230227,1981,0.0546,0.354,0.779,0.00282,0.0943,-9.424,0.0322,162.431,0.54,34
219067,1971,0.0492,0.448,0.553,0.038,0.332,-12.368,0.0284,92.38,0.756,24
247693,2005,0.0149,0.772,0.545,0.0,0.159,-7.273,0.108,79.969,0.756,41
203147,2007,0.00283,0.521,0.94,0.000241,0.077,-3.574,0.0553,134.032,0.421,45
230133,2012,0.00215,0.658,0.729,0.0013,0.0752,-6.561,0.0378,104.007,0.668,60
206587,2020,0.373,0.717,0.474,0.000253,0.137,-10.347,0.123,94.945,0.673,69
342933,1971,0.494,0.651,0.585,0.153,0.191,-10.907,0.037,128.471,0.778,33
201680,2018,0.0104,0.597,0.751,0.0,0.0912,-4.982,0.193,103.956,0.568,69
265960,2011,0.0194,0.59,0.711,0.0,0.122,-7.589,0.0247,143.937,0.847,51
415493,1960,0.851,0.503,0.491,0.0161,0.0848,-12.294,0.0337,121.203,0.711,13
301067,1978,0.227,0.706,0.831,0.000299,0.216,-6.286,0.0297,121.784,0.964,34
219893,2006,8.8e-05,0.553,0.972,5.53e-05,0.131,-3.415,0.0704,103.997,0.304,43
244760,1970,0.673,0.625,0.434,0.00979,0.377,-15.223,0.0369,84.842,0.629,24
98403,1953,0.961,0.269,0.171,0.0112,0.169,-14.107,0.0382,102.57,0.34,0
390200,1959,0.867,0.54,0.191,0.0399,0.112,-15.929,0.0385,67.416,0.219,23
157040,2013,0.401,0.613,0.798,5.93e-06,0.0847,-4.401,0.033,143.1,0.836,48
219347,1927,0.0913,0.667,0.251,0.00103,0.222,-11.528,0.0609,98.025,0.329,0
460160,1980,0.000273,0.216,0.952,0.00012,0.109,-7.481,0.338,192.612,0.453,45
80800,1928,0.993,0.352,0.132,0.966,0.425,-23.202,0.0381,74.737,0.661,0
209485,1944,0.995,0.551,0.188,0.508,0.185,-11.63,0.315,67.515,0.67,0
164893,1933,0.98,0.546,0.0851,1.19e-05,0.228,-14.178,0.0498,98.872,0.531,18
272903,2018,0.184,0.507,0.478,1.62e-06,0.0891,-10.054,0.0396,139.927,0.318,70
251800,2013,0.0204,0.737,0.621,0.000396,0.0684,-7.022,0.0987,83.965,0.885,55
403160,1989,0.956,0.143,0.0209,0.000775,0.134,-30.537,0.0443,94.213,0.0381,43
130600,1929,0.405,0.674,0.207,0.0,0.519,-23.34,0.92,140.276,0.727,0
127267,1953,0.687,0.695,0.582,0.00914,0.178,-9.567,0.0381,118.88,0.817,37
172973,1928,0.931,0.619,0.374,0.26,0.263,-12.822,0.0301,109.941,0.864,0
198813,1977,0.893,0.445,0.16,7.62e-05,0.857,-22.793,0.0496,106.151,0.576,28
247339,1990,0.00094,0.816,0.603,0.0,0.0767,-6.795,0.282,154.323,0.8,37
311082,2019,0.453,0.648,0.639,0.0,0.283,-6.415,0.123,94.033,0.44,71
166800,1935,0.959,0.426,0.255,0.00033,0.227,-15.01,0.043,129.499,0.468,0
126800,1945,0.234,0.652,0.114,3.38e-06,0.445,-20.139,0.907,90.782,0.643,0
197280,2007,0.605,0.65,0.299,0.0118,0.219,-10.76,0.03,123.597,0.294,57
196280,1948,0.995,0.733,0.337,0.00734,0.281,-9.26,0.0772,82.067,0.926,1
181023,1967,0.95,0.442,0.193,1.35e-05,0.139,-12.218,0.03,110.317,0.374,20
207682,2014,0.0506,0.793,0.455,0.0,0.115,-7.195,0.368,125.921,0.145,52
187389,1946,0.956,0.548,0.0721,0.0,0.389,-11.708,0.129,147.012,0.45,0
189493,1930,0.99,0.625,0.217,0.164,0.318,-8.164,0.264,147.42,0.926,0
211440,1984,0.26,0.799,0.325,1.82e-05,0.106,-15.43,0.0295,95.092,0.926,30
216373,1957,0.978,0.222,0.0677,0.000105,0.664,-21.436,0.0485,66.252,0.0462,9
211949,2017,0.0153,0.697,0.713,0.0,0.0857,-5.273,0.115,99.964,0.667,65
206104,2020,0.218,0.39,0.79,8.61e-06,0.2,-4.397,0.14,178.097,0.48,66
209600,1989,0.00993,0.579,0.463,0.0121,0.0474,-14.112,0.0319,120.453,0.255,37
167613,1955,0.938,0.605,0.358,0.0928,0.264,-11.575,0.145,93.866,0.759,12
177447,1944,0.994,0.588,0.205,0.794,0.118,-14.579,0.0767,115.469,0.665,0
209746,1948,0.995,0.689,0.211,0.593,0.143,-10.885,0.453,64.103,0.781,0
229547,1939,0.995,0.432,0.347,0.512,0.175,-12.502,0.0397,114.705,0.465,0
152811,2019,0.00739,0.116,0.824,0.937,0.786,-20.194,0.0697,71.95,0.0358,72
315453,1982,0.595,0.54,0.723,3.92e-06,0.0552,-6.286,0.0366,136.292,0.89,30
197453,2010,0.0008,0.469,0.948,0.000381,0.0916,-3.708,0.0545,82.487,0.718,57
232333,2000,0.00194,0.422,0.678,8.11e-05,0.0687,-7.355,0.0421,150.238,0.0799,38
289587,2013,0.587,0.726,0.824,1.11e-06,0.113,-5.011,0.347,129.96,0.384,59
175600,1966,0.861,0.656,0.378,0.000698,0.36,-13.358,0.0331,114.388,0.612,15
309507,1953,0.984,0.241,0.151,0.0043,0.177,-20.574,0.0588,74.88,0.112,0
207973,1966,0.495,0.508,0.596,0.0,0.0929,-6.767,0.0255,87.842,0.286,38
243187,2012,0.0953,0.6,0.653,0.0,0.122,-8.309,0.0594,119.994,0.43,60
266773,2005,0.0575,0.447,0.592,4.47e-06,0.13,-3.015,0.0319,78.039,0.283,65
238013,1999,0.0759,0.8,0.705,2.42e-05,0.0438,-5.231,0.0484,91.047,0.859,44
278533,1999,0.213,0.555,0.388,0.0,0.0866,-11.509,0.0268,146.353,0.198,44
221053,1973,0.224,0.502,0.563,3.55e-06,0.263,-9.626,0.0523,152.167,0.526,27
1360600,1954,0.961,0.469,0.191,4.08e-05,0.103,-13.014,0.0721,88.118,0.239,0
435427,1938,0.963,0.246,0.152,0.0947,0.106,-18.4,0.0356,174.11,0.21,0
231400,1984,0.175,0.658,0.625,0.141,0.124,-12.937,0.0325,153.507,0.967,31
157853,1999,0.00166,0.523,0.955,1.91e-05,0.0749,-4.711,0.0605,106.871,0.675,36
295800,1984,0.048,0.611,0.671,0.137,0.104,-10.579,0.0369,163.194,0.945,22
189467,1939,0.953,0.372,0.43,0.888,0.244,-11.735,0.0488,106.305,0.249,18
130707,1955,0.879,0.437,0.0371,0.00109,0.105,-25.867,0.0408,88.813,0.232,5
280467,2004,0.0604,0.844,0.579,0.0,0.0588,-5.202,0.0516,90.489,0.775,47
194707,2005,0.135,0.782,0.682,0.0,0.0661,-6.216,0.0373,130.06,0.606,39
116107,1990,0.252,0.623,0.9,2.21e-05,0.104,-5.25,0.473,127.735,0.324,29
178067,1977,0.463,0.618,0.602,1.02e-06,0.856,-12.244,0.0373,109.215,0.909,48
180573,1928,0.951,0.677,0.377,0.827,0.194,-9.638,0.1,177.433,0.849,17
167093,1956,0.848,0.629,0.441,1.11e-06,0.107,-8.258,0.0322,80.426,0.352,6
189360,1970,0.929,0.433,0.0627,0.0,0.136,-22.462,0.173,85.216,0.548,37
230973,2018,0.254,0.579,0.511,0.0,0.099,-6.788,0.0293,78.003,0.594,66
251034,2019,0.906,0.477,0.328,7.36e-06,0.262,-8.458,0.0658,174.143,0.283,64
67400,1975,0.445,0.643,0.579,0.00107,0.109,-9.165,0.0555,131.901,0.712,46
208013,1926,0.994,0.267,0.231,0.938,0.177,-18.201,0.0364,78.753,0.277,0
198173,1983,0.00313,0.485,0.936,0.633,0.166,-11.738,0.0669,109.374,0.337,45
105933,1968,0.742,0.631,0.387,0.000406,0.0822,-11.529,0.0262,103.11,0.832,64
328220,2005,0.00521,0.492,0.783,0.0361,0.0951,-8.997,0.0483,127.437,0.26,53
194227,2009,0.0932,0.562,0.772,0.0,0.0873,-4.068,0.0362,148.126,0.77,51
321387,2013,0.0703,0.456,0.459,0.000183,0.11,-8.416,0.0356,120.009,0.167,50
100920,2007,0.0642,0.31,0.175,0.813,0.416,-11.93,0.0433,125.319,0.182,46
161053,1943,0.993,0.704,0.23,0.799,0.274,-10.527,0.0897,121.694,0.791,0
245747,1950,0.981,0.301,0.202,0.04,0.266,-15.232,0.0395,82.814,0.382,0
168867,1962,0.708,0.431,0.379,1.74e-05,0.181,-9.59,0.0262,86.172,0.665,56
328427,1964,0.988,0.335,0.0976,0.0497,0.707,-19.352,0.0441,78.549,0.105,30
230227,2004,0.283,0.874,0.64,2e-06,0.137,-4.083,0.306,80.991,0.687,48
474907,1981,0.825,0.371,0.297,8.86e-05,0.197,-14.291,0.0349,100.426,0.319,34
288400,1995,0.00456,0.653,0.51,0.000355,0.073,-10.59,0.0266,102.021,0.373,48
167107,1952,0.916,0.639,0.47,0.155,0.0699,-10.481,0.263,122.588,0.936,9
275907,2000,0.16,0.915,0.79,0.0,0.112,-3.186,0.207,140.095,0.967,64
282733,1982,6.37e-06,0.254,0.722,0.0318,0.187,-11.529,0.0684,122.503,0.358,29
182139,2020,0.0467,0.812,0.628,1.65e-06,0.226,-6.128,0.0327,121.99,0.506,71
210933,1980,0.244,0.391,0.493,6.03e-06,0.452,-11.945,0.0306,78.486,0.334,32
168018,2005,0.0576,0.823,0.759,0.00114,0.113,-8.49,0.045,93.008,0.801,47
268613,2009,0.000235,0.493,0.808,0.0,0.0983,-3.365,0.0362,117.971,0.38,48
190160,1985,0.167,0.495,0.72,0.897,0.119,-5.38,0.0288,116.457,0.795,26
188547,1930,0.924,0.383,0.495,1.26e-06,0.497,-8.234,0.0453,116.442,0.519,0
198333,1956,0.907,0.556,0.279,0.00252,0.265,-17.305,0.0341,91.724,0.686,5
242480,2016,0.401,0.201,0.684,1.41e-05,0.0954,-5.931,0.0388,90.057,0.13,59
143227,1972,0.893,0.678,0.0607,0.758,0.105,-20.424,0.0613,120.246,0.655,45
171040,1965,0.708,0.595,0.717,0.00302,0.28,-8.908,0.0334,118.629,0.787,22
212000,2019,0.99,0.176,0.0327,0.905,0.109,-31.7,0.0555,69.567,0.0545,70
149440,1955,0.934,0.416,0.0166,0.0,0.12,-20.885,0.0413,140.025,0.15,11
184507,2004,0.3,0.853,0.846,0.0,0.294,-5.261,0.0951,95.027,0.737,49
216693,1997,0.468,0.627,0.768,0.0,0.126,-7.775,0.0625,100.071,0.802,57
206667,1978,0.00326,0.403,0.918,0.372,0.0958,-6.562,0.0545,162.542,0.719,45
202533,1952,0.808,0.285,0.195,0.00128,0.0859,-13.844,0.0337,97.052,0.328,8
109707,1971,0.825,0.515,0.556,0.0,0.355,-12.774,0.61,128.39,0.339,30
230400,1972,0.286,0.628,0.565,0.0,0.0668,-12.897,0.028,95.35,0.892,35
188387,2019,0.598,0.744,0.619,0.00372,0.231,-9.805,0.039,112.997,0.641,70
192747,1997,0.205,0.604,0.515,0.916,0.105,-11.339,0.0374,157.762,0.809,34
247560,1993,0.00712,0.734,0.637,0.000556,0.0647,-7.839,0.215,88.193,0.392,36
80067,1984,0.244,0.63,0.801,0.174,0.342,-11.681,0.0819,115.609,0.76,33
203053,1940,0.993,0.455,0.138,0.817,0.333,-15.707,0.0332,77.344,0.368,0
187040,1966,0.55,0.56,0.434,0.0,0.346,-14.151,0.0729,112.803,0.664,72
193920,1964,0.96,0.428,0.0306,0.0,0.113,-16.321,0.0593,86.425,0.234,20
276541,1998,0.288,0.632,0.842,0.0209,0.109,-5.984,0.0362,151.65,0.843,36
147107,1951,0.945,0.568,0.166,4.15e-06,0.147,-12.238,0.0592,109.629,0.54,4
167840,1952,0.961,0.75,0.182,1.13e-05,0.113,-16.531,0.0526,80.845,0.667,9
189427,1972,0.862,0.364,0.126,0.000203,0.0969,-18.071,0.0286,90.429,0.43,48
390480,1958,0.899,0.356,0.23,0.93,0.0608,-16.386,0.0577,124.766,0.224,15
211933,1934,0.908,0.63,0.225,0.634,0.103,-12.19,0.0915,146.572,0.662,0
183947,2002,0.306,0.757,0.606,0.0,0.0619,-7.737,0.0445,96.432,0.816,70
219267,1981,0.246,0.531,0.306,1.75e-06,0.118,-11.218,0.0438,112.67,0.335,32
115053,1987,0.995,0.388,0.0106,0.879,0.0883,-30.162,0.0439,66.171,0.213,34
233960,1990,0.835,0.3,0.094,0.0,0.138,-14.642,0.037,206.997,0.229,36
195720,1963,0.957,0.284,0.3,0.0564,0.151,-13.927,0.032,88.331,0.482,15
179813,1954,0.839,0.342,0.532,0.601,0.399,-10.441,0.0342,133.217,0.889,0
325787,1960,0.977,0.452,0.109,0.879,0.088,-19.965,0.0471,126.29,0.139,50
202467,1957,0.281,0.455,0.229,0.0,0.114,-14.806,0.0343,101.023,0.315,23
251133,2005,0.000332,0.681,0.611,0.00193,0.12,-5.939,0.077,83.463,0.637,52
204987,1983,0.0202,0.681,0.765,2.73e-06,0.0667,-6.785,0.044,108.372,0.771,29
170280,1934,0.955,0.466,0.214,5.58e-05,0.138,-16.377,0.0606,167.521,0.491,0
280547,1981,0.726,0.531,0.772,0.0,0.132,-7.216,0.0478,129.967,0.899,38
181227,1990,0.00821,0.344,0.964,0.00215,0.678,-7.778,0.12,119.787,0.475,27
186400,1933,0.987,0.732,0.202,0.827,0.079,-13.787,0.0395,118.453,0.503,8
180040,1954,0.948,0.315,0.0974,0.00139,0.331,-15.105,0.0462,175.832,0.208,4
800960,1946,0.608,0.158,0.0329,0.793,0.101,-22.162,0.0384,96.237,0.0391,0
280267,1980,0.181,0.777,0.8,0.00204,0.201,-5.803,0.0276,96.674,0.969,47
379389,1969,0.0581,0.409,0.545,0.00597,0.152,-11.314,0.0835,90.536,0.686,48
161160,1966,0.558,0.557,0.827,0.00563,0.109,-11.175,0.0541,123.09,0.79,26
290467,2010,0.819,0.714,0.305,0.0,0.174,-8.837,0.0305,124.91,0.554,53
210333,1992,0.157,0.757,0.589,0.0,0.104,-8.098,0.238,167.928,0.787,39
650800,1981,0.308,0.918,0.663,0.000256,0.219,-4.857,0.0848,118.472,0.833,30
340973,1928,0.991,0.245,0.0577,0.882,0.0704,-24.98,0.0328,74.004,0.105,0
196600,1952,0.986,0.279,0.254,0.00077,0.405,-12.409,0.0513,75.942,0.173,0
206080,2016,0.563,0.462,0.438,0.0,0.181,-8.227,0.0953,107.364,0.342,71
86267,1995,0.000138,0.55,0.964,0.864,0.0717,-3.713,0.0818,86.309,0.935,35
202160,1950,0.994,0.346,0.0435,0.906,0.117,-27.638,0.0371,71.259,0.16,0
270640,1996,0.00801,0.53,0.95,0.205,0.33,-5.402,0.0959,112.627,0.411,53
174237,1966,0.726,0.645,0.184,0.000861,0.0825,-16.977,0.0458,119.559,0.4,40
377400,1996,0.609,0.494,0.931,0.793,0.361,-3.454,0.326,155.924,0.135,37
158241,1991,0.816,0.731,0.328,0.0,0.085,-7.947,0.069,103.228,0.929,44
617515,1952,0.937,0.641,0.311,0.0,0.467,-13.281,0.519,127.169,0.517,0
158680,1952,0.925,0.545,0.244,1.19e-06,0.13,-14.509,0.0694,182.379,0.829,4
240107,2002,0.0639,0.527,0.744,0.52,0.0889,-7.528,0.0247,108.585,0.647,43
764040,1949,0.448,0.106,0.119,0.831,0.141,-22.951,0.0416,90.922,0.0399,0
220413,2007,0.241,0.605,0.704,0.0,0.137,-6.564,0.0476,80.925,0.4,67
194133,1989,0.848,0.512,0.322,0.0,0.71,-12.694,0.124,96.92,0.451,49
296413,2013,0.408,0.683,0.488,0.0,0.132,-9.473,0.135,75.039,0.469,49
281240,2000,0.0688,0.813,0.658,6.55e-06,0.0479,-7.12,0.465,75.102,0.747,45
247827,1949,0.876,0.241,0.157,0.0,0.0967,-11.284,0.0293,85.727,0.172,0
285573,1983,0.216,0.808,0.623,0.000396,0.0782,-15.805,0.0463,104.299,0.767,63
264862,2017,0.0787,0.79,0.56,0.0,0.344,-7.043,0.341,145.012,0.133,59
173244,1932,0.976,0.46,0.191,0.0912,0.266,-12.8,0.0426,125.759,0.52,5
253933,1984,0.527,0.569,0.368,0.0,0.0306,-14.124,0.0287,133.606,0.247,37
223467,1999,0.0347,0.683,0.698,8.43e-06,0.237,-6.896,0.0258,104.321,0.791,40
247627,1994,0.47,0.583,0.276,0.0,0.143,-12.912,0.0264,78.079,0.0486,60
160071,2016,0.105,0.664,0.65,0.0,0.434,-5.494,0.0408,87.981,0.84,51
184840,1990,0.191,0.632,0.615,0.00103,0.153,-10.972,0.0262,141.073,0.912,48
194093,1962,0.555,0.395,0.375,0.0,0.576,-10.966,0.0381,178.105,0.775,54
211200,2014,0.00416,0.644,0.848,0.0168,0.0629,-4.952,0.0511,99.989,0.283,56
324200,1995,0.0965,0.787,0.427,0.295,0.0932,-11.159,0.0471,152.497,0.508,44
456267,1946,0.933,0.336,0.0975,0.000287,0.0747,-22.5,0.0437,131.97,0.166,0
95900,1945,0.0557,0.729,0.0746,0.0,0.104,-22.342,0.925,63.535,0.49,0
225240,1995,0.163,0.684,0.746,4.87e-06,0.0874,-6.409,0.0296,112.236,0.662,62
177533,1965,0.796,0.556,0.42,2.64e-06,0.156,-13.143,0.025,92.855,0.544,31
191653,1986,0.362,0.56,0.476,0.0,0.292,-7.824,0.0245,96.157,0.495,36
190359,1943,0.974,0.343,0.392,0.779,0.139,-11.487,0.11,71.519,0.625,0
157267,1985,0.0134,0.503,0.893,4.17e-05,0.303,-5.91,0.0454,111.923,0.832,48
377467,2011,0.0322,0.616,0.78,0.0,0.173,-6.062,0.0623,110.005,0.471,65
214213,2009,0.053,0.858,0.731,0.0,0.15,-7.224,0.237,85.984,0.139,54
168653,1930,0.991,0.545,0.133,0.444,0.115,-20.53,0.127,185.062,0.691,0
243467,2013,0.16,0.54,0.724,3.35e-05,0.0341,-4.884,0.0446,80.992,0.549,49
451800,1956,0.699,0.56,0.235,0.478,0.0932,-15.561,0.0443,64.237,0.347,13
216360,2001,0.0157,0.591,0.617,4.35e-05,0.146,-7.495,0.0259,109.956,0.48,45
277733,1992,0.791,0.148,0.0947,0.894,0.112,-20.117,0.0344,162.395,0.0808,41
207882,1937,0.994,0.433,0.18,0.267,0.26,-11.08,0.184,78.212,0.431,0
341000,1965,0.737,0.548,0.524,1e-06,0.974,-10.625,0.222,104.484,0.714,16
261280,2003,0.187,0.813,0.708,0.0,0.119,-5.311,0.134,148.828,0.353,37
105000,1974,0.74,0.262,0.192,0.0,0.156,-15.038,0.0298,79.836,0.483,29
181307,1970,0.226,0.451,0.802,1.85e-06,0.374,-5.568,0.048,92.216,0.89,42
248893,1992,0.819,0.575,0.273,0.0,0.071,-15.982,0.0708,113.459,0.33,53
241960,2005,0.000611,0.553,0.904,0.0,0.189,-3.686,0.266,85.709,0.701,44
236867,1954,0.953,0.527,0.273,0.0297,0.163,-16.449,0.044,142.217,0.426,6
181691,1948,0.971,0.464,0.264,0.0,0.43,-9.228,0.0757,62.688,0.602,0
192627,1925,0.983,0.326,0.117,6.32e-06,0.674,-13.753,0.0446,92.875,0.259,4
334040,1996,0.101,0.744,0.552,5.72e-06,0.205,-8.884,0.0979,81.967,0.576,41
171909,1943,0.994,0.771,0.334,0.631,0.107,-8.664,0.262,98.859,0.855,0
116000,2016,0.187,0.817,0.911,0.00173,0.42,-2.153,0.0455,119.989,0.34,64
139000,1962,0.485,0.481,0.353,4.38e-06,0.253,-12.563,0.0432,149.598,0.904,16
159227,1991,0.0542,0.464,0.287,0.0,0.0599,-12.879,0.0238,88.365,0.316,32
255067,1978,0.0285,0.617,0.334,0.0,0.0696,-12.648,0.242,118.322,0.426,47
162851,1962,0.569,0.617,0.723,0.00146,0.0533,-9.35,0.0406,103.385,0.77,11
168533,1952,0.93,0.29,0.151,0.00434,0.264,-16.092,0.0322,80.447,0.188,6
273750,2005,0.0267,0.782,0.542,0.00203,0.221,-6.073,0.0587,164.055,0.683,47
158427,1963,0.623,0.659,0.585,0.000213,0.348,-8.189,0.0288,104.111,0.784,69
256667,2005,0.33,0.893,0.433,0.0,0.395,-5.88,0.396,86.01,0.675,59
189867,1973,0.722,0.384,0.031,0.0,0.108,-19.492,0.0658,70.005,0.179,22
179533,1955,0.992,0.415,0.0637,0.902,0.104,-20.404,0.0323,101.071,0.144,5
201480,1996,0.895,0.19,0.0344,0.863,0.104,-26.764,0.0369,136.641,0.0729,39
219320,2014,0.0763,0.757,0.882,0.0,0.251,-6.125,0.248,140.047,0.684,61
233627,1975,0.14,0.687,0.587,0.0,0.228,-14.726,0.0337,130.36,0.826,26
42720,1953,0.962,0.501,0.102,0.0,0.125,-17.853,0.147,66.009,0.308,0
313960,1995,0.135,0.554,0.716,0.482,0.541,-5.819,0.0476,81.945,0.824,46
104114,1979,0.674,0.181,0.0775,0.506,0.0939,-35.898,0.0588,115.711,0.451,50
208667,2000,0.00106,0.357,0.978,0.0,0.626,-5.19,0.136,137.319,0.509,38
159896,1930,0.981,0.533,0.205,0.943,0.107,-18.888,0.0676,114.557,0.712,0
271600,2003,0.121,0.535,0.562,0.0,0.205,-6.202,0.027,133.894,0.352,56
189667,1979,0.00254,0.745,0.604,0.0492,0.116,-9.311,0.0949,96.514,0.648,37
164320,1962,0.759,0.785,0.585,0.000508,0.0762,-9.87,0.0606,95.019,0.866,17
311040,1946,0.802,0.392,0.47,0.0,0.59,-8.905,0.0459,82.709,0.659,5
485111,1947,0.985,0.479,0.436,0.968,0.258,-12.515,0.165,91.1,0.713,0
422960,1985,0.868,0.385,0.4,0.824,0.158,-14.564,0.0705,155.736,0.273,30
157645,2019,0.0606,0.939,0.632,0.00136,0.101,-2.978,0.137,133.979,0.364,65
125107,1982,0.0682,0.3,0.808,0.0124,0.51,-11.485,0.0566,106.572,0.128,36
142333,1987,0.0929,0.317,0.7,3.2e-06,0.109,-11.784,0.0367,175.646,0.519,48
127427,2015,0.000175,0.537,0.624,2.2e-06,0.116,-8.794,0.325,102.315,0.409,65
271347,1991,0.274,0.626,0.505,0.0,0.261,-12.96,0.0557,137.61,0.756,36
217627,1988,0.00362,0.378,0.606,0.84,0.116,-13.003,0.0261,91.875,0.436,35
199067,1973,0.472,0.711,0.44,0.000149,0.131,-11.501,0.0332,107.603,0.577,41
127920,2009,0.459,0.617,0.778,0.925,0.128,-8.871,0.027,100.363,0.152,63
216840,1966,0.432,0.384,0.339,1.1e-05,0.125,-12.723,0.0283,129.3,0.386,22
171867,1999,0.722,0.418,0.461,0.0,0.074,-9.596,0.0395,177.31,0.484,45
246122,1987,0.000287,0.345,0.942,0.000698,0.217,-8.089,0.0746,151.259,0.145,26
183733,1948,0.961,0.578,0.247,2.6e-06,0.102,-17.017,0.525,62.64,0.564,0
247400,1996,0.788,0.723,0.303,0.00704,0.0713,-14.889,0.0473,87.078,0.628,40
266480,2014,0.0445,0.721,0.837,0.000128,0.0647,-4.776,0.0553,113.044,0.754,51
490587,1928,0.989,0.406,0.217,0.893,0.13,-19.393,0.0313,109.475,0.427,0
284960,2001,0.0507,0.749,0.475,0.0,0.29,-5.58,0.0703,74.968,0.309,56
327013,1958,0.978,0.613,0.288,0.145,0.105,-10.319,0.0497,124.936,0.537,9
176000,1992,0.795,0.424,0.499,1.58e-06,0.305,-8.728,0.0325,167.525,0.832,43
259093,1947,0.849,0.227,0.154,0.232,0.113,-17.448,0.0411,101.501,0.0763,0
242307,2017,0.0196,0.64,0.722,1.27e-05,0.128,-3.489,0.0351,119.916,0.317,59
211400,1977,0.434,0.485,0.472,2.06e-05,0.058,-6.661,0.0257,98.159,0.57,34
177507,1963,0.341,0.144,0.198,0.00069,0.119,-13.219,0.0355,174.277,0.211,20
